dt,zid_oktmo,tid,gender,age,customers_cnt_home,customers_cnt_work
2016-02-12,63701000,Metropolis,2,1,3,3
2016-02-12,63701000,Metropolis,2,2,3,3
2016-02-12,63701000,Metropolis,2,3,3,
2016-02-12,63701000,Metropolis,2,4,3,3
2016-02-12,63701000,Shuka,1,2,3,3
2016-02-12,63701000,Shuka,2,4,5,5
2016-02-12,64701000,Himki,2,2,3,3
2016-02-12,65701000,Himki,1,2,6,
2016-02-12,65701000,Metropolis,1,3,6,6
2016-02-12,65701000,Shuka,2,2,6,
2016-02-12,65701000,Shuka,2,4,6,6
2016-02-12,66608000,Shuka,2,1,7,
2016-02-12,66616000,Himki,2,2,7,7
2016-02-12,66644000,Himki,1,2,7,
2016-02-12,68634000,Himki,2,4,5,5
2016-02-12,68640000,Metropolis,1,1,5,5
2016-02-12,68701000,Himki,1,3,5,5
2016-02-12,68701000,Metropolis,1,2,5,5
2016-02-12,68701000,Metropolis,2,3,5,5
2016-02-12,69701000,Shuka,2,2,8,8
2016-02-12,70602000,Metropolis,1,2,6,6
2016-02-12,70628000,Metropolis,2,2,6,6
2016-02-12,70644000,Himki,1,1,6,6
2016-02-12,70724000,Himki,1,2,6,6
2016-02-12,71644000,Himki,2,2,4,4
2016-02-12,71701000,Metropolis,2,1,4,4
2016-02-12,71875000,Metropolis,2,2,3,3
2016-02-12,71876000,Metropolis,2,1,3,3
2016-02-12,71916000,Shuka,1,2,3,3
2016-02-12,71920000,Himki,1,4,3,3
2016-02-12,71951000,Himki,1,4,3,3
2016-02-12,73604000,Himki,1,4,3,3
2016-02-12,73652000,Himki,1,1,3,3
2016-02-12,73701000,Himki,2,3,3,3
2016-02-12,73701000,Metropolis,2,4,3,3
2016-02-12,75701000,Shuka,1,2,8,8
2016-02-12,7612000,Metropolis,1,1,3,3
2016-02-12,7639000,Metropolis,2,2,3,
2016-02-12,7641000,Metropolis,1,3,3,3
2016-02-12,76701000,Himki,1,2,3,3
2016-02-12,7701000,Shuka,1,2,3,3
2016-02-12,7712000,Shuka,2,2,3,
2016-02-12,7715000,Metropolis,2,2,3,
2016-02-12,7727000,Shuka,1,3,3,3
2016-02-12,78640000,Himki,1,4,4,4
2016-02-12,78640000,Himki,2,2,4,4
2016-02-12,78701000,Himki,2,4,4,4
2016-02-12,80701000,Himki,1,2,3,
2016-02-12,80701000,Metropolis,1,2,3,3
2016-02-12,80743000,Himki,2,3,3,
2016-02-12,82618000,Himki,1,2,2,2
2016-02-12,82627000,Himki,1,2,2,2
2016-02-12,82642000,Shuka,2,3,2,2
2016-02-12,82654000,Himki,2,3,2,
2016-02-12,82654000,Metropolis,1,1,2,2
2016-02-12,82701000,Metropolis,1,2,2,2
2016-02-12,82701000,Metropolis,2,3,2,2
2016-02-12,82705000,Himki,2,2,5,
2016-02-12,82708000,Himki,1,4,2,
2016-02-12,82710000,Metropolis,1,2,2,
2016-02-12,82720000,Shuka,2,4,2,2
2016-02-12,82735000,Metropolis,2,2,5,2
2016-02-12,85637000,Himki,1,2,2,2
2016-02-12,85646000,Himki,2,4,2,2
2016-02-12,85701000,Himki,1,1,2,2
2016-02-12,86610000,Shuka,1,3,3,
2016-02-12,86615000,Metropolis,2,4,3,3
2016-02-12,86618000,Metropolis,1,3,3,3
2016-02-12,86701000,Himki,1,3,3,3
2016-02-12,86701000,Himki,1,4,3,3
2016-02-12,86701000,Metropolis,2,3,3,3
2016-02-12,8701000,Himki,1,2,7,7
2016-02-12,8701000,Himki,2,2,7,7
2016-02-12,8701000,Himki,2,3,7,7
2016-02-12,87701000,Himki,2,2,9,9
2016-02-12,89701000,Metropolis,1,3,3,3
2016-02-12,90701000,Metropolis,1,3,3,3
2016-02-12,90701000,Shuka,2,2,3,3
2016-02-12,91615000,Himki,1,1,2,
2016-02-12,91623000,Metropolis,2,1,2,2
2016-02-12,92628000,Shuka,1,2,4,4
2016-02-12,92701000,Himki,2,2,8,8
2016-02-12,92701000,Metropolis,2,3,4,4
2016-02-12,92730000,Himki,1,2,4,
2016-02-12,93701000,Metropolis,2,4,2,2
2016-02-12,94701000,Shuka,2,3,11,11
2016-02-12,94740000,Himki,2,2,11,11
2016-02-12,96607000,Himki,2,3,2,2
2016-02-12,96634000,Himki,1,3,2,2
2016-02-12,96701000,Metropolis,1,2,2,2
2016-02-12,97635000,Himki,2,1,3,
2016-02-12,97701000,Himki,1,2,3,3
2016-02-12,97701000,Metropolis,1,4,3,
2016-02-12,97701000,Shuka,1,2,3,3
2016-02-12,97701000,Shuka,1,3,3,3
2016-02-12,98701000,Himki,2,3,3,3
2016-02-12,98701000,Metropolis,1,3,3,3
2016-02-12,98701000,Metropolis,2,2,3,3
2016-02-12,99701000,Metropolis,1,3,3,3
2016-02-12,99701000,Metropolis,1,4,3,3
2016-02-12,,Himki,1,1,59,86
2016-02-12,,Himki,1,2,197,349
2016-02-12,,Himki,1,3,141,248
2016-02-12,,Himki,1,4,63,128
2016-02-12,,Himki,2,1,26,37
2016-02-12,,Himki,2,2,126,150
2016-02-12,,Himki,2,3,52,71
2016-02-12,,Himki,2,4,52,68
2016-02-12,,Metropolis,1,1,48,71
2016-02-12,,Metropolis,1,2,135,237
2016-02-12,,Metropolis,1,3,78,130
2016-02-12,,Metropolis,1,4,37,75
2016-02-12,,Metropolis,2,1,22,60
2016-02-12,,Metropolis,2,2,82,109
2016-02-12,,Metropolis,2,3,59,89
2016-02-12,,Metropolis,2,4,43,43
2016-02-12,,Shuka,1,1,30,68
2016-02-12,,Shuka,1,2,91,259
2016-02-12,,Shuka,1,3,56,154
2016-02-12,,Shuka,1,4,52,110
2016-02-12,,Shuka,2,1,30,45
2016-02-12,,Shuka,2,2,52,128
2016-02-12,,Shuka,2,3,67,98
2016-02-12,,Shuka,2,4,30,79
2016-02-13,10701000,Metropolis,1,4,3,3
2016-02-13,11654000,Metropolis,1,2,4,4
2016-02-13,11701000,Himki,1,3,12,12
2016-02-13,11701000,Himki,2,2,4,4
2016-02-13,11701000,Himki,2,4,8,8
2016-02-13,11701000,Metropolis,1,3,4,4
2016-02-13,11701000,Metropolis,2,1,4,4
2016-02-13,11701000,Shuka,2,2,4,4
2016-02-13,11710000,Metropolis,2,3,4,4
2016-02-13,12610000,Himki,1,2,2,2
2016-02-13,12645000,Himki,1,2,2,2
2016-02-13,12645000,Shuka,1,3,2,
2016-02-13,12701000,Himki,1,2,2,2
2016-02-13,12701000,Himki,1,3,2,2
2016-02-13,12701000,Himki,2,2,2,2
2016-02-13,14610000,Himki,2,2,5,
2016-02-13,14625000,Himki,2,2,5,5
2016-02-13,14632000,Himki,1,4,5,5
2016-02-13,14701000,Metropolis,2,2,5,5
2016-02-13,14701000,Shuka,2,2,5,5
2016-02-13,14740000,Himki,1,2,5,5
2016-02-13,14740000,Himki,1,3,5,5
2016-02-13,14740000,Shuka,1,1,5,5
2016-02-13,15616000,Metropolis,1,3,9,9
2016-02-13,15640000,Metropolis,2,1,5,
2016-02-13,15644000,Himki,2,3,5,
2016-02-13,15701000,Himki,1,2,9,9
2016-02-13,15701000,Himki,2,2,5,5
2016-02-13,15710000,Shuka,2,4,5,5
2016-02-13,17605000,Himki,1,1,4,
2016-02-13,17605000,Himki,1,2,4,4
2016-02-13,17605000,Himki,2,4,4,4
2016-02-13,17605000,Shuka,2,1,4,4
2016-02-13,17610000,Himki,2,2,4,4
2016-02-13,17620000,Metropolis,2,2,7,4
2016-02-13,17630000,Himki,1,2,4,4
2016-02-13,17630000,Metropolis,1,3,4,4
2016-02-13,17640000,Himki,1,4,4,4
2016-02-13,17640000,Himki,2,4,4,
2016-02-13,17646000,Himki,1,4,4,4
2016-02-13,17646000,Himki,2,2,4,4
2016-02-13,17650000,Shuka,1,2,4,4
2016-02-13,17654000,Himki,1,2,4,
2016-02-13,17654000,Metropolis,1,2,4,
2016-02-13,17701000,Himki,1,2,11,11
2016-02-13,17701000,Himki,2,1,4,
2016-02-13,17701000,Metropolis,1,1,4,4
2016-02-13,17701000,Metropolis,1,2,4,4
2016-02-13,17701000,Metropolis,2,3,4,
2016-02-13,17725000,Himki,1,2,4,4
2016-02-13,18626000,Himki,2,2,3,
2016-02-13,18649000,Shuka,2,3,3,3
2016-02-13,18701000,Himki,1,4,3,
2016-02-13,18701000,Himki,2,2,3,
2016-02-13,19701000,Himki,2,3,3,3
2016-02-13,19701000,Metropolis,1,2,3,3
2016-02-13,19701000,Metropolis,1,3,3,3
2016-02-13,19701000,Metropolis,2,3,3,3
2016-02-13,19730000,Himki,2,2,6,6
2016-02-13,19730000,Himki,2,4,3,3
2016-02-13,19730000,Metropolis,1,2,3,3
2016-02-13,19730000,Metropolis,2,3,3,3
2016-02-13,20647000,Shuka,2,3,4,4
2016-02-13,20701000,Himki,2,1,4,
2016-02-13,20701000,Shuka,2,2,4,4
2016-02-13,20727000,Metropolis,2,4,4,4
2016-02-13,22624000,Shuka,2,3,4,4
2016-02-13,22628000,Shuka,1,1,4,
2016-02-13,22649000,Metropolis,2,2,4,
2016-02-13,22701000,Himki,1,2,9,9
2016-02-13,22701000,Himki,1,3,4,4
2016-02-13,22701000,Metropolis,2,2,4,4
2016-02-13,22721000,Himki,2,1,4,4
2016-02-13,22721000,Shuka,2,3,4,4
2016-02-13,24631000,Metropolis,1,2,3,
2016-02-13,24701000,Shuka,2,2,3,3
2016-02-13,24706000,Himki,1,2,7,7
2016-02-13,27701000,Shuka,1,2,7,7
2016-02-13,27703000,Metropolis,2,2,7,7
2016-02-13,27707000,Metropolis,2,2,7,7
2016-02-13,28608000,Himki,1,2,5,5
2016-02-13,28608000,Himki,1,3,5,5
2016-02-13,28620000,Himki,1,2,5,
2016-02-13,28620000,Himki,2,2,10,10
2016-02-13,28620000,Himki,2,3,5,
2016-02-13,28630000,Himki,1,3,5,5
2016-02-13,28630000,Himki,1,4,10,5
2016-02-13,28630000,Himki,2,2,10,5
2016-02-13,28630000,Himki,2,3,10,10
2016-02-13,28630000,Himki,2,4,5,
2016-02-13,28630000,Shuka,1,3,5,
2016-02-13,28638000,Himki,1,4,5,5
2016-02-13,28645000,Metropolis,1,2,5,
2016-02-13,28650000,Himki,1,3,5,5
2016-02-13,28653000,Himki,1,4,5,5
2016-02-13,28701000,Himki,1,2,24,19
2016-02-13,28701000,Himki,1,3,5,9
2016-02-13,28701000,Himki,1,4,10,10
2016-02-13,28701000,Himki,2,1,10,10
2016-02-13,28701000,Himki,2,2,44,48
2016-02-13,28701000,Himki,2,3,15,19
2016-02-13,28701000,Himki,2,4,15,15
2016-02-13,28701000,Metropolis,1,2,5,5
2016-02-13,28701000,Metropolis,1,3,10,10
2016-02-13,28701000,Metropolis,2,2,15,15
2016-02-13,28701000,Shuka,2,1,5,5
2016-02-13,28726000,Himki,2,2,5,5
2016-02-13,28745000,Himki,1,2,5,
2016-02-13,29602000,Himki,1,2,11,5
2016-02-13,29606000,Himki,1,3,5,11
2016-02-13,29606000,Metropolis,2,3,5,
2016-02-13,29608000,Himki,2,2,5,
2016-02-13,29701000,Himki,1,2,21,21
2016-02-13,29715000,Himki,1,3,5,
2016-02-13,29715000,Metropolis,2,2,5,5
2016-02-13,34701000,Himki,1,2,6,6
2016-02-13,34701000,Himki,2,2,6,6
2016-02-13,34701000,Metropolis,1,3,6,6
2016-02-13,3616000,Metropolis,2,2,6,
2016-02-13,36628000,Metropolis,1,2,2,2
2016-02-13,36701000,Himki,1,4,2,2
2016-02-13,36701000,Himki,2,2,2,2
2016-02-13,36701000,Himki,2,3,2,2
2016-02-13,36740000,Metropolis,2,2,2,2
2016-02-13,3701000,Metropolis,1,2,6,10
2016-02-13,3701000,Metropolis,2,3,6,6
2016-02-13,3703000,Himki,2,2,6,6
2016-02-13,3726000,Himki,1,3,6,6
2016-02-13,3726000,Himki,2,2,6,
2016-02-13,3726000,Himki,2,3,6,6
2016-02-13,3726000,Metropolis,1,3,6,6
2016-02-13,3726000,Metropolis,2,2,13,6
2016-02-13,3726000,Metropolis,2,3,6,
2016-02-13,3726000,Shuka,1,4,6,6
2016-02-13,38620000,Himki,2,2,5,
2016-02-13,38634000,Himki,2,4,5,5
2016-02-13,40301000,Himki,2,4,4,4
2016-02-13,40310000,Himki,2,1,4,
2016-02-13,40317000,Metropolis,1,3,4,
2016-02-13,40323000,Metropolis,2,3,4,4
2016-02-13,40325000,Himki,2,2,4,
2016-02-13,40334000,Metropolis,1,2,4,
2016-02-13,40335000,Shuka,2,2,4,4
2016-02-13,40336000,Shuka,1,2,4,4
2016-02-13,40337000,Metropolis,1,2,7,4
2016-02-13,40380000,Metropolis,1,2,4,
2016-02-13,40384000,Metropolis,2,1,4,4
2016-02-13,40385000,Himki,2,2,4,
2016-02-13,40395000,Shuka,1,2,4,
2016-02-13,40397000,Himki,2,2,4,
2016-02-13,40908000,Metropolis,1,2,7,4
2016-02-13,40911000,Himki,2,3,4,4
2016-02-13,40911000,Metropolis,1,2,4,4
2016-02-13,40913000,Himki,1,3,4,4
2016-02-13,41612000,Metropolis,1,2,4,
2016-02-13,41615000,Himki,1,2,4,4
2016-02-13,42640000,Shuka,1,4,5,
2016-02-13,42701000,Himki,2,4,5,5
2016-02-13,42701000,Metropolis,1,3,5,
2016-02-13,42701000,Metropolis,2,2,5,5
2016-02-13,44701000,Metropolis,1,3,5,5
2016-02-13,45301000,Himki,1,2,15,19
2016-02-13,45301000,Himki,1,3,15,8
2016-02-13,45301000,Himki,1,4,4,
2016-02-13,45301000,Himki,2,1,8,4
2016-02-13,45301000,Himki,2,2,19,8
2016-02-13,45301000,Himki,2,3,8,4
2016-02-13,45301000,Metropolis,1,1,8,8
2016-02-13,45301000,Metropolis,1,2,4,
2016-02-13,45301000,Metropolis,1,4,4,
2016-02-13,45301000,Metropolis,2,1,4,4
2016-02-13,45301000,Metropolis,2,2,11,11
2016-02-13,45301000,Metropolis,2,3,11,4
2016-02-13,45301000,Metropolis,2,4,4,8
2016-02-13,45301000,Shuka,2,3,11,11
2016-02-13,45302000,Himki,1,2,4,
2016-02-13,45302000,Himki,1,3,4,
2016-02-13,45302000,Himki,2,1,4,
2016-02-13,45302000,Metropolis,1,2,8,
2016-02-13,45302000,Metropolis,1,3,4,
2016-02-13,45302000,Metropolis,2,1,8,8
2016-02-13,45302000,Metropolis,2,2,11,4
2016-02-13,45302000,Shuka,1,1,8,8
2016-02-13,45302000,Shuka,1,2,4,
2016-02-13,45302000,Shuka,1,3,4,4
2016-02-13,45302000,Shuka,1,4,8,8
2016-02-13,45302000,Shuka,2,1,8,8
2016-02-13,45302000,Shuka,2,2,19,8
2016-02-13,45302000,Shuka,2,3,11,8
2016-02-13,45302000,Shuka,2,4,4,
2016-02-13,45303000,Himki,1,2,19,8
2016-02-13,45303000,Himki,2,2,19,8
2016-02-13,45303000,Himki,2,3,8,
2016-02-13,45303000,Himki,2,4,4,
2016-02-13,45303000,Metropolis,1,2,11,4
2016-02-13,45303000,Metropolis,1,3,4,4
2016-02-13,45303000,Metropolis,2,1,4,
2016-02-13,45303000,Metropolis,2,2,4,4
2016-02-13,45303000,Metropolis,2,3,4,
2016-02-13,45303000,Metropolis,2,4,4,
2016-02-13,45303000,Shuka,1,2,4,8
2016-02-13,45303000,Shuka,2,4,8,4
2016-02-13,45304000,Himki,1,3,4,4
2016-02-13,45304000,Himki,2,2,4,8
2016-02-13,45304000,Himki,2,3,8,
2016-02-13,45304000,Metropolis,1,2,8,4
2016-02-13,45304000,Metropolis,2,2,4,
2016-02-13,45304000,Shuka,2,2,8,4
2016-02-13,45305000,Himki,1,1,4,
2016-02-13,45305000,Himki,1,2,11,19
2016-02-13,45305000,Himki,2,1,8,8
2016-02-13,45305000,Himki,2,2,8,4
2016-02-13,45305000,Himki,2,4,8,8
2016-02-13,45305000,Metropolis,1,2,4,
2016-02-13,45305000,Metropolis,1,4,4,8
2016-02-13,45305000,Metropolis,2,1,8,4
2016-02-13,45305000,Metropolis,2,2,11,
2016-02-13,45305000,Metropolis,2,3,8,11
2016-02-13,45305000,Metropolis,2,4,4,
2016-02-13,45305000,Shuka,1,1,11,8
2016-02-13,45305000,Shuka,1,2,19,4
2016-02-13,45305000,Shuka,1,3,4,
2016-02-13,45305000,Shuka,1,4,8,
2016-02-13,45305000,Shuka,2,1,4,8
2016-02-13,45305000,Shuka,2,2,11,4
2016-02-13,45305000,Shuka,2,4,4,4
2016-02-13,45306000,Himki,1,2,19,15
2016-02-13,45306000,Himki,1,3,4,4
2016-02-13,45306000,Himki,2,2,4,4
2016-02-13,45306000,Metropolis,1,1,4,8
2016-02-13,45306000,Metropolis,1,2,4,
2016-02-13,45306000,Metropolis,1,3,8,4
2016-02-13,45306000,Metropolis,2,2,4,
2016-02-13,45306000,Metropolis,2,3,4,4
2016-02-13,45306000,Metropolis,2,4,11,8
2016-02-13,45306000,Shuka,1,1,4,
2016-02-13,45306000,Shuka,1,2,4,8
2016-02-13,45306000,Shuka,2,1,4,
2016-02-13,45306000,Shuka,2,2,8,
2016-02-13,45307000,Himki,1,2,15,8
2016-02-13,45307000,Himki,1,3,8,4
2016-02-13,45307000,Himki,2,1,4,8
2016-02-13,45307000,Himki,2,2,19,15
2016-02-13,45307000,Himki,2,3,8,8
2016-02-13,45307000,Himki,2,4,4,4
2016-02-13,45307000,Metropolis,1,1,15,4
2016-02-13,45307000,Metropolis,1,2,15,15
2016-02-13,45307000,Metropolis,1,3,8,4
2016-02-13,45307000,Metropolis,2,1,8,15
2016-02-13,45307000,Metropolis,2,2,8,8
2016-02-13,45307000,Metropolis,2,3,8,4
2016-02-13,45307000,Shuka,2,1,8,4
2016-02-13,45307000,Shuka,2,2,4,
2016-02-13,45307000,Shuka,2,3,4,4
2016-02-13,45308000,Himki,1,4,8,4
2016-02-13,45308000,Himki,2,1,4,
2016-02-13,45308000,Himki,2,2,8,
2016-02-13,45308000,Himki,2,3,8,4
2016-02-13,45308000,Metropolis,1,2,8,
2016-02-13,45308000,Metropolis,2,2,11,4
2016-02-13,45308000,Metropolis,2,4,4,
2016-02-13,45308000,Shuka,1,1,4,
2016-02-13,45308000,Shuka,1,2,4,4
2016-02-13,45308000,Shuka,2,2,8,4
2016-02-13,45309000,Himki,1,2,8,8
2016-02-13,45309000,Himki,1,3,15,15
2016-02-13,45309000,Himki,2,2,4,
2016-02-13,45309000,Metropolis,1,1,4,4
2016-02-13,45309000,Metropolis,1,2,19,11
2016-02-13,45309000,Metropolis,1,4,8,
2016-02-13,45309000,Metropolis,2,1,8,8
2016-02-13,45309000,Metropolis,2,2,19,8
2016-02-13,45309000,Metropolis,2,3,4,4
2016-02-13,45309000,Shuka,1,2,4,4
2016-02-13,45309000,Shuka,1,3,4,4
2016-02-13,45309000,Shuka,1,4,11,4
2016-02-13,45309000,Shuka,2,1,4,4
2016-02-13,45309000,Shuka,2,3,8,
2016-02-13,45310000,Himki,1,1,8,
2016-02-13,45310000,Himki,1,2,4,4
2016-02-13,45310000,Himki,1,3,4,
2016-02-13,45310000,Himki,1,4,8,
2016-02-13,45310000,Himki,2,1,8,4
2016-02-13,45310000,Metropolis,1,1,4,4
2016-02-13,45310000,Metropolis,1,2,11,
2016-02-13,45310000,Metropolis,1,3,4,4
2016-02-13,45310000,Metropolis,1,4,4,4
2016-02-13,45310000,Metropolis,2,1,4,
2016-02-13,45310000,Metropolis,2,2,19,4
2016-02-13,45310000,Shuka,1,2,4,8
2016-02-13,45310000,Shuka,2,2,4,
2016-02-13,45310000,Shuka,2,3,4,4
2016-02-13,45310000,Shuka,2,4,4,4
2016-02-13,45311000,Himki,1,2,4,8
2016-02-13,45311000,Himki,1,3,4,4
2016-02-13,45311000,Himki,2,2,4,
2016-02-13,45311000,Himki,2,3,4,4
2016-02-13,45311000,Metropolis,1,1,4,4
2016-02-13,45311000,Metropolis,2,1,8,
2016-02-13,45311000,Metropolis,2,2,4,4
2016-02-13,45311000,Shuka,1,3,4,
2016-02-13,45311000,Shuka,2,2,4,4
2016-02-13,45312000,Himki,1,1,11,4
2016-02-13,45312000,Himki,1,2,23,42
2016-02-13,45312000,Himki,1,3,4,15
2016-02-13,45312000,Himki,2,2,8,23
2016-02-13,45312000,Metropolis,1,1,11,
2016-02-13,45312000,Metropolis,1,2,19,34
2016-02-13,45312000,Metropolis,1,3,4,4
2016-02-13,45312000,Metropolis,2,1,11,11
2016-02-13,45312000,Metropolis,2,2,34,8
2016-02-13,45312000,Metropolis,2,3,11,8
2016-02-13,45312000,Shuka,1,2,8,11
2016-02-13,45312000,Shuka,1,3,8,15
2016-02-13,45312000,Shuka,2,1,8,4
2016-02-13,45312000,Shuka,2,2,8,
2016-02-13,45313000,Himki,1,1,4,
2016-02-13,45313000,Himki,1,2,4,
2016-02-13,45313000,Himki,1,3,4,11
2016-02-13,45313000,Himki,1,4,4,
2016-02-13,45313000,Himki,2,2,4,4
2016-02-13,45313000,Himki,2,3,4,8
2016-02-13,45313000,Metropolis,1,2,15,11
2016-02-13,45313000,Metropolis,2,2,8,4
2016-02-13,45313000,Metropolis,2,3,4,4
2016-02-13,45313000,Metropolis,2,4,4,4
2016-02-13,45313000,Shuka,1,2,4,
2016-02-13,45313000,Shuka,1,3,4,
2016-02-13,45313000,Shuka,2,1,11,4
2016-02-13,45313000,Shuka,2,2,4,4
2016-02-13,45314000,Himki,1,2,8,15
2016-02-13,45314000,Himki,1,3,15,34
2016-02-13,45314000,Himki,2,1,4,11
2016-02-13,45314000,Himki,2,2,8,11
2016-02-13,45314000,Metropolis,1,1,11,15
2016-02-13,45314000,Metropolis,1,2,19,42
2016-02-13,45314000,Metropolis,1,3,4,11
2016-02-13,45314000,Metropolis,1,4,8,4
2016-02-13,45314000,Metropolis,2,1,8,8
2016-02-13,45314000,Metropolis,2,2,15,11
2016-02-13,45314000,Shuka,1,2,11,15
2016-02-13,45314000,Shuka,2,1,4,4
2016-02-13,45314000,Shuka,2,2,4,19
2016-02-13,45314000,Shuka,2,3,4,4
2016-02-13,45315000,Himki,1,1,4,
2016-02-13,45315000,Himki,1,2,11,19
2016-02-13,45315000,Himki,1,3,8,18
2016-02-13,45315000,Himki,2,1,4,
2016-02-13,45315000,Himki,2,2,23,27
2016-02-13,45315000,Himki,2,4,11,8
2016-02-13,45315000,Metropolis,1,1,8,8
2016-02-13,45315000,Metropolis,1,2,4,46
2016-02-13,45315000,Metropolis,1,3,8,4
2016-02-13,45315000,Metropolis,1,4,4,4
2016-02-13,45315000,Metropolis,2,1,8,4
2016-02-13,45315000,Metropolis,2,2,8,11
2016-02-13,45315000,Metropolis,2,3,15,11
2016-02-13,45315000,Metropolis,2,4,11,15
2016-02-13,45315000,Shuka,1,1,4,4
2016-02-13,45315000,Shuka,1,2,4,8
2016-02-13,45315000,Shuka,1,3,4,4
2016-02-13,45315000,Shuka,2,1,4,
2016-02-13,45315000,Shuka,2,2,4,11
2016-02-13,45315000,Shuka,2,4,8,4
2016-02-13,45316000,Himki,1,2,19,19
2016-02-13,45316000,Himki,1,3,4,19
2016-02-13,45316000,Himki,1,4,11,11
2016-02-13,45316000,Himki,2,1,8,4
2016-02-13,45316000,Himki,2,2,11,30
2016-02-13,45316000,Himki,2,3,4,4
2016-02-13,45316000,Himki,2,4,8,4
2016-02-13,45316000,Metropolis,1,1,11,8
2016-02-13,45316000,Metropolis,1,2,11,15
2016-02-13,45316000,Metropolis,1,4,4,
2016-02-13,45316000,Metropolis,2,2,19,27
2016-02-13,45316000,Metropolis,2,3,4,4
2016-02-13,45316000,Shuka,1,2,11,15
2016-02-13,45316000,Shuka,2,2,4,11
2016-02-13,45317000,Himki,1,2,4,4
2016-02-13,45317000,Metropolis,1,1,4,
2016-02-13,45317000,Metropolis,1,2,4,8
2016-02-13,45317000,Metropolis,1,4,4,
2016-02-13,45317000,Metropolis,2,2,4,
2016-02-13,45317000,Shuka,1,2,8,4
2016-02-13,45317000,Shuka,1,3,4,
2016-02-13,45317000,Shuka,2,3,4,4
2016-02-13,45318000,Himki,1,2,27,83
2016-02-13,45318000,Himki,1,4,8,23
2016-02-13,45318000,Himki,2,1,8,11
2016-02-13,45318000,Himki,2,2,4,38
2016-02-13,45318000,Himki,2,4,4,8
2016-02-13,45318000,Metropolis,1,2,8,57
2016-02-13,45318000,Metropolis,2,1,15,23
2016-02-13,45318000,Metropolis,2,2,8,30
2016-02-13,45318000,Metropolis,2,3,4,8
2016-02-13,45318000,Metropolis,2,4,8,11
2016-02-13,45318000,Shuka,1,1,4,4
2016-02-13,45318000,Shuka,1,2,4,27
2016-02-13,45318000,Shuka,2,1,8,11
2016-02-13,45318000,Shuka,2,2,4,19
2016-02-13,45318000,Shuka,2,4,4,
2016-02-13,45319000,Himki,1,2,34,34
2016-02-13,45319000,Himki,1,3,11,8
2016-02-13,45319000,Himki,1,4,8,19
2016-02-13,45319000,Himki,2,1,8,15
2016-02-13,45319000,Himki,2,2,11,15
2016-02-13,45319000,Himki,2,3,15,23
2016-02-13,45319000,Himki,2,4,4,4
2016-02-13,45319000,Metropolis,1,1,4,
2016-02-13,45319000,Metropolis,1,2,4,11
2016-02-13,45319000,Metropolis,1,4,4,4
2016-02-13,45319000,Metropolis,2,2,11,34
2016-02-13,45319000,Metropolis,2,4,8,15
2016-02-13,45319000,Shuka,1,2,8,4
2016-02-13,45319000,Shuka,1,3,4,8
2016-02-13,45319000,Shuka,2,1,4,
2016-02-13,45319000,Shuka,2,2,4,
2016-02-13,45319000,Shuka,2,3,15,8
2016-02-13,45319000,Shuka,2,4,4,4
2016-02-13,45320000,Himki,1,1,8,8
2016-02-13,45320000,Himki,1,2,61,49
2016-02-13,45320000,Himki,1,3,11,19
2016-02-13,45320000,Himki,1,4,4,11
2016-02-13,45320000,Himki,2,1,8,8
2016-02-13,45320000,Himki,2,2,42,30
2016-02-13,45320000,Himki,2,3,19,11
2016-02-13,45320000,Metropolis,1,1,11,4
2016-02-13,45320000,Metropolis,1,2,42,30
2016-02-13,45320000,Metropolis,1,3,19,11
2016-02-13,45320000,Metropolis,1,4,11,8
2016-02-13,45320000,Metropolis,2,2,19,11
2016-02-13,45320000,Metropolis,2,3,15,15
2016-02-13,45320000,Shuka,1,1,8,11
2016-02-13,45320000,Shuka,1,2,19,11
2016-02-13,45320000,Shuka,1,3,15,15
2016-02-13,45320000,Shuka,1,4,4,4
2016-02-13,45320000,Shuka,2,1,8,4
2016-02-13,45320000,Shuka,2,2,15,23
2016-02-13,45320000,Shuka,2,3,23,8
2016-02-13,45320000,Shuka,2,4,8,4
2016-02-13,45321000,Himki,1,1,4,4
2016-02-13,45321000,Himki,1,2,8,15
2016-02-13,45321000,Himki,1,3,11,23
2016-02-13,45321000,Himki,1,4,4,11
2016-02-13,45321000,Himki,2,1,8,4
2016-02-13,45321000,Himki,2,2,15,15
2016-02-13,45321000,Metropolis,1,2,27,15
2016-02-13,45321000,Metropolis,1,3,4,11
2016-02-13,45321000,Metropolis,2,1,4,
2016-02-13,45321000,Metropolis,2,2,8,8
2016-02-13,45321000,Metropolis,2,4,4,
2016-02-13,45321000,Shuka,1,2,4,8
2016-02-13,45321000,Shuka,1,3,4,
2016-02-13,45321000,Shuka,2,2,19,11
2016-02-13,45321000,Shuka,2,3,4,8
2016-02-13,45322000,Himki,1,2,4,4
2016-02-13,45322000,Himki,1,4,4,4
2016-02-13,45322000,Himki,2,2,15,11
2016-02-13,45322000,Himki,2,3,4,4
2016-02-13,45322000,Metropolis,1,2,4,4
2016-02-13,45322000,Metropolis,1,4,4,
2016-02-13,45322000,Metropolis,2,1,8,8
2016-02-13,45322000,Metropolis,2,2,4,4
2016-02-13,45322000,Metropolis,2,3,8,8
2016-02-13,45322000,Metropolis,2,4,4,4
2016-02-13,45322000,Shuka,1,2,4,4
2016-02-13,45322000,Shuka,2,4,4,
