dt,zid_oktmo,tid,gender,age,customers_cnt_home,customers_cnt_work,adm8_municipal_OKTMO_NAME
2016-02-12,45377000,Metropolis,2,1,4,4,Печатники
2016-02-12,45377000,Metropolis,2,2,15,8,Печатники
2016-02-12,45377000,Metropolis,2,3,8,4,Печатники
2016-02-12,45377000,Shuka,1,1,4,,Печатники
2016-02-12,45377000,Shuka,1,2,4,4,Печатники
2016-02-12,45377000,Shuka,1,3,4,,Печатники
2016-02-12,45377000,Shuka,2,1,4,4,Печатники
2016-02-12,45377000,Shuka,2,2,4,,Печатники
2016-02-12,45378000,Himki,1,1,4,8,Печатники
2016-02-12,45378000,Himki,1,3,15,15,Печатники
2016-02-12,45378000,Himki,2,3,8,,Печатники
2016-02-12,45378000,Metropolis,1,2,8,34,Печатники
2016-02-12,45378000,Metropolis,1,3,4,11,Печатники
2016-02-12,45378000,Metropolis,1,4,4,15,Печатники
2016-02-12,45378000,Metropolis,2,2,4,19,Печатники
2016-02-12,45378000,Metropolis,2,3,4,15,Печатники
2016-02-12,45378000,Shuka,1,2,4,30,Покровское-Стрешнево
2016-02-12,45378000,Shuka,1,3,8,34,Покровское-Стрешнево
2016-02-12,45378000,Shuka,2,1,4,8,Покровское-Стрешнево
2016-02-12,45378000,Shuka,2,3,4,15,Покровское-Стрешнево
2016-02-12,45379000,Himki,1,2,8,8,Покровское-Стрешнево
2016-02-12,45379000,Himki,1,3,8,15,Покровское-Стрешнево
2016-02-12,45379000,Himki,2,2,4,11,Покровское-Стрешнево
2016-02-12,45379000,Himki,2,4,4,4,Покровское-Стрешнево
2016-02-12,45379000,Metropolis,1,1,8,8,Покровское-Стрешнево
2016-02-12,45379000,Metropolis,1,2,11,46,Покровское-Стрешнево
2016-02-12,45379000,Metropolis,2,2,19,38,Покровское-Стрешнево
2016-02-12,45379000,Shuka,1,2,4,38,Покровское-Стрешнево
2016-02-12,45379000,Shuka,1,3,4,8,Покровское-Стрешнево
2016-02-12,45379000,Shuka,2,1,4,4,Покровское-Стрешнево
2016-02-12,45379000,Shuka,2,2,4,53,Покровское-Стрешнево
2016-02-12,45380000,Himki,1,1,4,15,Покровское-Стрешнево
2016-02-12,45380000,Himki,1,2,19,53,Покровское-Стрешнево
2016-02-12,45380000,Himki,1,3,11,19,Покровское-Стрешнево
2016-02-12,45380000,Himki,1,4,4,15,Покровское-Стрешнево
2016-02-12,45380000,Himki,2,2,8,38,Покровское-Стрешнево
2016-02-12,45380000,Himki,2,3,4,15,Покровское-Стрешнево
2016-02-12,45380000,Himki,2,4,19,34,Покровское-Стрешнево
2016-02-12,45380000,Metropolis,1,1,8,8,Покровское-Стрешнево
2016-02-12,45380000,Metropolis,1,2,19,57,Покровское-Стрешнево
2016-02-12,45380000,Metropolis,1,3,8,27,Покровское-Стрешнево
2016-02-12,45380000,Metropolis,1,4,4,15,Покровское-Стрешнево
2016-02-12,45380000,Metropolis,2,1,8,42,Покровское-Стрешнево
2016-02-12,45380000,Metropolis,2,2,19,46,Покровское-Стрешнево
2016-02-12,45380000,Metropolis,2,3,4,19,Покровское-Стрешнево
2016-02-12,45380000,Metropolis,2,4,4,11,Покровское-Стрешнево
2016-02-12,45380000,Shuka,1,1,8,30,Покровское-Стрешнево
2016-02-12,45380000,Shuka,1,2,15,106,Покровское-Стрешнево
2016-02-12,45380000,Shuka,1,3,8,34,Покровское-Стрешнево
2016-02-12,45380000,Shuka,1,4,23,23,Покровское-Стрешнево
2016-02-12,45380000,Shuka,2,1,15,30,Покровское-Стрешнево
2016-02-12,45380000,Shuka,2,2,27,110,Покровское-Стрешнево
2016-02-12,45380000,Shuka,2,3,15,65,Покровское-Стрешнево
2016-02-12,45380000,Shuka,2,4,15,34,Покровское-Стрешнево
2016-02-12,45381000,Himki,1,1,4,8,Покровское-Стрешнево
2016-02-12,45381000,Himki,1,4,4,4,Покровское-Стрешнево
2016-02-12,45381000,Himki,2,2,15,27,Покровское-Стрешнево
2016-02-12,45381000,Metropolis,1,2,23,49,Покровское-Стрешнево
2016-02-12,45381000,Metropolis,1,3,11,11,Покровское-Стрешнево
2016-02-12,45381000,Metropolis,1,4,8,11,Покровское-Стрешнево
2016-02-12,45381000,Metropolis,2,2,19,30,Покровское-Стрешнево
2016-02-12,45381000,Shuka,1,2,27,53,Покровское-Стрешнево
2016-02-12,45381000,Shuka,2,2,8,61,Покровское-Стрешнево
2016-02-12,45381000,Shuka,2,3,4,8,Покровское-Стрешнево
2016-02-12,45382000,Himki,1,2,11,99,Покровское-Стрешнево
2016-02-12,45382000,Himki,1,3,4,27,Покровское-Стрешнево
2016-02-12,45382000,Himki,1,4,4,27,Покровское-Стрешнево
2016-02-12,45382000,Himki,2,1,8,23,Покровское-Стрешнево
2016-02-12,45382000,Metropolis,1,1,4,8,Покровское-Стрешнево
2016-02-12,45382000,Metropolis,1,2,23,68,Покровское-Стрешнево
2016-02-12,45382000,Metropolis,1,3,11,19,Покровское-Стрешнево
2016-02-12,45382000,Metropolis,1,4,8,23,Покровское-Стрешнево
2016-02-12,45382000,Metropolis,2,1,8,30,Покровское-Стрешнево
2016-02-12,45382000,Metropolis,2,2,57,95,Покровское-Стрешнево
2016-02-12,45382000,Metropolis,2,3,15,38,Покровское-Стрешнево
2016-02-12,45382000,Shuka,1,2,8,91,Покровское-Стрешнево
2016-02-12,45382000,Shuka,1,4,4,26,Покровское-Стрешнево
2016-02-12,45382000,Shuka,2,2,4,90,Покровское-Стрешнево
2016-02-12,45382000,Shuka,2,3,4,30,Покровское-Стрешнево
2016-02-12,45382000,Shuka,2,4,8,46,Покровское-Стрешнево
2016-02-12,45383000,Himki,1,2,4,23,Покровское-Стрешнево
2016-02-12,45383000,Himki,1,4,4,,Покровское-Стрешнево
2016-02-12,45383000,Himki,2,3,4,4,Покровское-Стрешнево
2016-02-12,45383000,Himki,2,4,8,11,Покровское-Стрешнево
2016-02-12,45383000,Metropolis,1,2,23,49,Покровское-Стрешнево
2016-02-12,45383000,Metropolis,1,3,4,11,Покровское-Стрешнево
2016-02-12,45383000,Metropolis,2,1,8,8,Покровское-Стрешнево
2016-02-12,45383000,Metropolis,2,2,11,34,Покровское-Стрешнево
2016-02-12,45383000,Metropolis,2,3,4,15,Покровское-Стрешнево
2016-02-12,45383000,Shuka,1,2,8,61,Покровское-Стрешнево
2016-02-12,45383000,Shuka,1,4,4,4,Покровское-Стрешнево
2016-02-12,45383000,Shuka,2,1,4,11,Покровское-Стрешнево
2016-02-12,45383000,Shuka,2,3,8,11,Покровское-Стрешнево
2016-02-12,45384000,Himki,1,2,4,19,Покровское-Стрешнево
2016-02-12,45384000,Metropolis,1,2,8,23,Покровское-Стрешнево
2016-02-12,45384000,Metropolis,2,3,8,4,Покровское-Стрешнево
2016-02-12,45384000,Shuka,1,2,8,19,Покровское-Стрешнево
2016-02-12,45384000,Shuka,1,4,4,19,Покровское-Стрешнево
2016-02-12,45384000,Shuka,2,1,4,,Покровское-Стрешнево
2016-02-12,45384000,Shuka,2,2,4,34,Покровское-Стрешнево
2016-02-12,45384000,Shuka,2,4,4,4,Покровское-Стрешнево
2016-02-12,45385000,Himki,1,2,4,,Покровское-Стрешнево
2016-02-12,45385000,Himki,1,4,4,8,Покровское-Стрешнево
2016-02-12,45385000,Himki,2,1,4,,Покровское-Стрешнево
2016-02-12,45385000,Himki,2,2,4,,Покровское-Стрешнево
2016-02-12,45385000,Himki,2,3,4,4,Покровское-Стрешнево
2016-02-12,45385000,Metropolis,1,2,27,15,Покровское-Стрешнево
2016-02-12,45385000,Metropolis,1,3,8,4,Покровское-Стрешнево
2016-02-12,45385000,Metropolis,1,4,4,,Покровское-Стрешнево
2016-02-12,45385000,Metropolis,2,1,15,4,Покровское-Стрешнево
2016-02-12,45385000,Metropolis,2,2,19,11,Покровское-Стрешнево
2016-02-12,45385000,Metropolis,2,4,4,8,Покровское-Стрешнево
2016-02-12,45385000,Shuka,1,1,8,11,Покровское-Стрешнево
2016-02-12,45385000,Shuka,1,2,34,27,Покровское-Стрешнево
2016-02-12,45385000,Shuka,1,3,8,4,Покровское-Стрешнево
2016-02-12,45385000,Shuka,1,4,11,4,Покровское-Стрешнево
2016-02-12,45385000,Shuka,2,1,4,8,Покровское-Стрешнево
2016-02-12,45385000,Shuka,2,2,30,15,Покровское-Стрешнево
2016-02-12,45385000,Shuka,2,3,4,,Покровское-Стрешнево
2016-02-12,45385000,Shuka,2,4,8,4,Покровское-Стрешнево
2016-02-12,45386000,Metropolis,1,2,4,,Покровское-Стрешнево
2016-02-12,45386000,Shuka,2,2,4,4,Покровское-Стрешнево
2016-02-12,45387000,Himki,1,2,11,15,Покровское-Стрешнево
2016-02-12,45387000,Himki,1,3,4,8,Покровское-Стрешнево
2016-02-12,45387000,Himki,2,2,8,8,Покровское-Стрешнево
2016-02-12,45387000,Himki,2,4,4,,Покровское-Стрешнево
2016-02-12,45387000,Metropolis,1,1,8,4,Покровское-Стрешнево
2016-02-12,45387000,Metropolis,1,2,19,8,Покровское-Стрешнево
2016-02-12,45387000,Metropolis,1,3,8,11,Покровское-Стрешнево
2016-02-12,45387000,Metropolis,1,4,4,,Покровское-Стрешнево
2016-02-12,45387000,Metropolis,2,1,4,,Покровское-Стрешнево
2016-02-12,45387000,Metropolis,2,2,19,11,Покровское-Стрешнево
2016-02-12,45387000,Metropolis,2,3,8,4,Покровское-Стрешнево
2016-02-12,45387000,Metropolis,2,4,11,4,Покровское-Стрешнево
2016-02-12,45387000,Shuka,1,1,11,8,Покровское-Стрешнево
2016-02-12,45387000,Shuka,1,2,27,,Покровское-Стрешнево
2016-02-12,45387000,Shuka,1,3,11,4,Покровское-Стрешнево
2016-02-12,45387000,Shuka,1,4,8,,Покровское-Стрешнево
2016-02-12,45387000,Shuka,2,1,8,8,Покровское-Стрешнево
2016-02-12,45387000,Shuka,2,2,11,4,Покровское-Стрешнево
2016-02-12,45387000,Shuka,2,3,19,8,Покровское-Стрешнево
2016-02-12,45387000,Shuka,2,4,8,,Покровское-Стрешнево
2016-02-12,45388000,Himki,2,2,8,,Покровское-Стрешнево
2016-02-12,45388000,Metropolis,1,2,23,15,Покровское-Стрешнево
2016-02-12,45388000,Metropolis,1,4,4,8,Покровское-Стрешнево
2016-02-12,45388000,Metropolis,2,1,11,11,Покровское-Стрешнево
2016-02-12,45388000,Metropolis,2,2,15,4,Покровское-Стрешнево
2016-02-12,45388000,Shuka,2,1,4,,Покровское-Стрешнево
2016-02-12,45388000,Shuka,2,2,8,8,Покровское-Стрешнево
2016-02-12,45388000,Shuka,2,3,4,15,Покровское-Стрешнево
2016-02-12,45389000,Himki,1,2,8,,Покровское-Стрешнево
2016-02-12,45389000,Himki,1,3,4,,Покровское-Стрешнево
2016-02-12,45389000,Himki,1,4,4,4,Покровское-Стрешнево
2016-02-12,45389000,Himki,2,2,8,,Покровское-Стрешнево
2016-02-12,45389000,Metropolis,1,1,15,15,Покровское-Стрешнево
2016-02-12,45389000,Metropolis,1,2,30,23,Покровское-Стрешнево
2016-02-12,45389000,Metropolis,1,3,4,4,Покровское-Стрешнево
2016-02-12,45389000,Metropolis,1,4,8,,Покровское-Стрешнево
2016-02-12,45389000,Metropolis,2,1,11,,Покровское-Стрешнево
2016-02-12,45389000,Metropolis,2,2,15,,Покровское-Стрешнево
2016-02-12,45389000,Metropolis,2,3,8,4,Покровское-Стрешнево
2016-02-12,45389000,Metropolis,2,4,4,,Покровское-Стрешнево
2016-02-12,45389000,Shuka,1,2,27,8,Покровское-Стрешнево
2016-02-12,45389000,Shuka,1,3,11,11,Покровское-Стрешнево
2016-02-12,45389000,Shuka,1,4,8,,Покровское-Стрешнево
2016-02-12,45389000,Shuka,2,2,15,4,Покровское-Стрешнево
2016-02-12,45390000,Himki,1,1,4,4,Покровское-Стрешнево
2016-02-12,45390000,Himki,1,2,11,11,Покровское-Стрешнево
2016-02-12,45390000,Himki,1,3,4,4,Покровское-Стрешнево
2016-02-12,45390000,Himki,2,2,8,8,Покровское-Стрешнево
2016-02-12,45390000,Himki,2,3,4,,Покровское-Стрешнево
2016-02-12,45390000,Metropolis,1,1,8,,Покровское-Стрешнево
2016-02-12,45390000,Metropolis,1,2,34,8,Покровское-Стрешнево
2016-02-12,45390000,Metropolis,1,3,23,4,Покровское-Стрешнево
2016-02-12,45390000,Metropolis,1,4,15,4,Покровское-Стрешнево
2016-02-12,45390000,Metropolis,2,1,8,,Покровское-Стрешнево
2016-02-12,45390000,Metropolis,2,2,19,8,Покровское-Стрешнево
2016-02-12,45390000,Metropolis,2,3,19,4,Покровское-Стрешнево
2016-02-12,45390000,Metropolis,2,4,8,4,Покровское-Стрешнево
2016-02-12,45390000,Shuka,1,1,4,,Покровское-Стрешнево
2016-02-12,45390000,Shuka,1,2,27,8,Покровское-Стрешнево
2016-02-12,45390000,Shuka,1,3,19,11,Покровское-Стрешнево
2016-02-12,45390000,Shuka,1,4,8,,Покровское-Стрешнево
2016-02-12,45390000,Shuka,2,2,27,15,Покровское-Стрешнево
2016-02-12,45390000,Shuka,2,3,15,4,Покровское-Стрешнево
2016-02-12,45390000,Shuka,2,4,8,4,Покровское-Стрешнево
2016-02-12,45391000,Himki,2,2,4,,Покровское-Стрешнево
2016-02-12,45391000,Metropolis,1,1,4,,Покровское-Стрешнево
2016-02-12,45391000,Metropolis,1,2,11,,Покровское-Стрешнево
2016-02-12,45391000,Metropolis,1,3,11,8,Покровское-Стрешнево
2016-02-12,45391000,Metropolis,1,4,4,4,Покровское-Стрешнево
2016-02-12,45391000,Metropolis,2,1,8,4,Покровское-Стрешнево
2016-02-12,45391000,Metropolis,2,2,4,,Покровское-Стрешнево
2016-02-12,45391000,Shuka,1,2,23,8,Покровское-Стрешнево
2016-02-12,45391000,Shuka,1,3,4,,Покровское-Стрешнево
2016-02-12,45391000,Shuka,1,4,8,,Покровское-Стрешнево
2016-02-12,45391000,Shuka,2,1,4,4,Покровское-Стрешнево
2016-02-12,45391000,Shuka,2,2,4,4,Покровское-Стрешнево
2016-02-12,45391000,Shuka,2,3,4,,Покровское-Стрешнево
2016-02-12,45392000,Metropolis,1,3,4,4,Покровское-Стрешнево
2016-02-12,45392000,Metropolis,2,3,4,8,Покровское-Стрешнево
2016-02-12,45392000,Shuka,1,2,15,8,Покровское-Стрешнево
2016-02-12,45392000,Shuka,2,2,4,8,Покровское-Стрешнево
2016-02-12,45392000,Shuka,2,3,4,8,Покровское-Стрешнево
2016-02-12,45393000,Himki,1,1,4,4,Покровское-Стрешнево
2016-02-12,45393000,Metropolis,1,1,8,8,Покровское-Стрешнево
2016-02-12,45393000,Metropolis,1,2,8,4,Покровское-Стрешнево
2016-02-12,45393000,Metropolis,1,3,4,,Покровское-Стрешнево
2016-02-12,45393000,Metropolis,1,4,8,8,Покровское-Стрешнево
2016-02-12,45393000,Metropolis,2,1,4,11,Покровское-Стрешнево
2016-02-12,45393000,Metropolis,2,2,15,8,Покровское-Стрешнево
2016-02-12,45393000,Shuka,1,2,23,15,Покровское-Стрешнево
2016-02-12,45393000,Shuka,1,3,4,13,Покровское-Стрешнево
2016-02-12,45393000,Shuka,2,1,11,19,Покровское-Стрешнево
2016-02-12,45393000,Shuka,2,2,11,27,Покровское-Стрешнево
2016-02-12,45393000,Shuka,2,4,4,4,Покровское-Стрешнево
2016-02-12,45394000,Himki,2,2,4,,Покровское-Стрешнево
2016-02-12,45394000,Metropolis,1,1,4,,Покровское-Стрешнево
2016-02-12,45394000,Metropolis,1,2,23,23,Покровское-Стрешнево
2016-02-12,45394000,Metropolis,2,1,8,,Покровское-Стрешнево
2016-02-12,45394000,Metropolis,2,2,15,,Покровское-Стрешнево
2016-02-12,45394000,Metropolis,2,4,11,8,Покровское-Стрешнево
2016-02-12,45394000,Shuka,1,2,15,11,Покровское-Стрешнево
2016-02-12,45394000,Shuka,1,3,11,4,Покровское-Стрешнево
2016-02-12,45394000,Shuka,1,4,15,11,Покровское-Стрешнево
2016-02-12,45394000,Shuka,2,1,8,,Покровское-Стрешнево
2016-02-12,45394000,Shuka,2,2,11,15,Покровское-Стрешнево
2016-02-12,45395000,Himki,1,1,4,,Покровское-Стрешнево
2016-02-12,45395000,Himki,1,2,8,11,Покровское-Стрешнево
2016-02-12,45395000,Himki,1,3,4,4,Покровское-Стрешнево
2016-02-12,45395000,Metropolis,1,1,11,4,Покровское-Стрешнево
2016-02-12,45395000,Metropolis,1,2,8,11,Покровское-Стрешнево
2016-02-12,45395000,Metropolis,1,3,15,11,Покровское-Стрешнево
2016-02-12,45395000,Metropolis,1,4,8,,Покровское-Стрешнево
2016-02-12,45395000,Metropolis,2,1,4,,Покровское-Стрешнево
2016-02-12,45395000,Metropolis,2,2,27,8,Покровское-Стрешнево
2016-02-12,45395000,Metropolis,2,3,4,,Покровское-Стрешнево
2016-02-12,45395000,Shuka,1,1,15,15,Покровское-Стрешнево
2016-02-12,45395000,Shuka,1,2,27,8,Покровское-Стрешнево
2016-02-12,45395000,Shuka,1,3,11,,Покровское-Стрешнево
2016-02-12,45395000,Shuka,1,4,4,,Покровское-Стрешнево
2016-02-12,45395000,Shuka,2,1,11,8,Покровское-Стрешнево
2016-02-12,45395000,Shuka,2,2,27,4,Покровское-Стрешнево
2016-02-12,45395000,Shuka,2,3,4,4,Покровское-Стрешнево
2016-02-12,45395000,Shuka,2,4,4,4,Покровское-Стрешнево
2016-02-12,45396000,Himki,1,2,4,4,Покровское-Стрешнево
2016-02-12,45396000,Metropolis,1,1,4,4,Покровское-Стрешнево
2016-02-12,45396000,Metropolis,1,2,15,11,Покровское-Стрешнево
2016-02-12,45396000,Metropolis,1,3,8,4,Покровское-Стрешнево
2016-02-12,45396000,Metropolis,2,1,8,11,Покровское-Стрешнево
2016-02-12,45396000,Metropolis,2,2,11,4,Покровское-Стрешнево
2016-02-12,45396000,Metropolis,2,3,4,4,Покровское-Стрешнево
2016-02-12,45396000,Metropolis,2,4,4,,Покровское-Стрешнево
2016-02-12,45396000,Shuka,1,2,15,23,Покровское-Стрешнево
2016-02-12,45396000,Shuka,1,3,4,15,Покровское-Стрешнево
2016-02-12,45396000,Shuka,1,4,4,4,Покровское-Стрешнево
2016-02-12,45396000,Shuka,2,2,8,19,Покровское-Стрешнево
2016-02-12,45396000,Shuka,2,3,4,8,Покровское-Стрешнево
2016-02-12,45397000,Himki,2,2,4,15,Покровское-Стрешнево
2016-02-12,45397000,Metropolis,1,1,4,,Покровское-Стрешнево
2016-02-12,45397000,Metropolis,1,2,8,27,Покровское-Стрешнево
2016-02-12,45397000,Metropolis,1,3,8,8,Покровское-Стрешнево
2016-02-12,45397000,Metropolis,2,1,8,,Покровское-Стрешнево
2016-02-12,45397000,Metropolis,2,2,19,8,Покровское-Стрешнево
2016-02-12,45397000,Metropolis,2,3,4,,Покровское-Стрешнево
2016-02-12,45397000,Metropolis,2,4,11,8,Покровское-Стрешнево
2016-02-12,45397000,Shuka,1,2,11,4,Покровское-Стрешнево
2016-02-12,45397000,Shuka,1,3,4,8,Покровское-Стрешнево
2016-02-12,45397000,Shuka,2,1,4,4,Покровское-Стрешнево
2016-02-12,45397000,Shuka,2,4,4,8,Покровское-Стрешнево
2016-02-12,45398000,Himki,1,2,8,,Покровское-Стрешнево
2016-02-12,45398000,Himki,2,2,4,8,Покровское-Стрешнево
2016-02-12,45398000,Metropolis,1,1,8,4,Покровское-Стрешнево
2016-02-12,45398000,Metropolis,1,2,11,4,Покровское-Стрешнево
2016-02-12,45398000,Metropolis,1,3,4,,Покровское-Стрешнево
2016-02-12,45398000,Metropolis,2,2,8,15,Покровское-Стрешнево
2016-02-12,45398000,Metropolis,2,3,4,4,Покровское-Стрешнево
2016-02-12,45398000,Shuka,1,1,8,,Покровское-Стрешнево
2016-02-12,45398000,Shuka,2,3,4,,Покровское-Стрешнево
2016-02-12,45398000,Shuka,2,4,4,4,Покровское-Стрешнево
2016-02-12,45901000,Himki,1,2,4,,Покровское-Стрешнево
2016-02-12,45901000,Metropolis,1,1,4,4,Покровское-Стрешнево
2016-02-12,45901000,Metropolis,1,2,8,,Покровское-Стрешнево
2016-02-12,45901000,Metropolis,1,3,4,4,Покровское-Стрешнево
2016-02-12,45901000,Metropolis,2,1,8,4,Покровское-Стрешнево
2016-02-12,45901000,Metropolis,2,2,23,,Покровское-Стрешнево
2016-02-12,45901000,Metropolis,2,3,11,11,Покровское-Стрешнево
2016-02-12,45901000,Shuka,1,2,15,11,Покровское-Стрешнево
2016-02-12,45901000,Shuka,1,3,4,4,Покровское-Стрешнево
2016-02-12,45901000,Shuka,2,1,4,,Покровское-Стрешнево
2016-02-12,45901000,Shuka,2,4,4,4,Покровское-Стрешнево
2016-02-12,45902000,Himki,1,4,4,4,Покровское-Стрешнево
2016-02-12,45902000,Himki,2,4,4,,Покровское-Стрешнево
2016-02-12,45902000,Metropolis,1,1,4,4,Покровское-Стрешнево
2016-02-12,45902000,Metropolis,1,2,38,23,Покровское-Стрешнево
2016-02-12,45902000,Metropolis,1,3,8,4,Покровское-Стрешнево
2016-02-12,45902000,Metropolis,2,1,4,8,Покровское-Стрешнево
2016-02-12,45902000,Metropolis,2,2,23,11,Покровское-Стрешнево
2016-02-12,45902000,Metropolis,2,3,4,,Покровское-Стрешнево
2016-02-12,45902000,Shuka,1,1,4,,Покровское-Стрешнево
2016-02-12,45902000,Shuka,1,2,15,4,Покровское-Стрешнево
2016-02-12,45902000,Shuka,1,3,8,4,Покровское-Стрешнево
2016-02-12,45902000,Shuka,2,1,4,4,Покровское-Стрешнево
2016-02-12,45902000,Shuka,2,2,4,,Покровское-Стрешнево
2016-02-12,45902000,Shuka,2,3,8,11,Покровское-Стрешнево
2016-02-12,45902000,Shuka,2,4,15,4,Покровское-Стрешнево
2016-02-12,45903000,Himki,1,2,4,4,Покровское-Стрешнево
2016-02-12,45903000,Metropolis,1,2,11,4,Покровское-Стрешнево
2016-02-12,45903000,Metropolis,1,3,8,8,Покровское-Стрешнево
2016-02-12,45903000,Metropolis,2,1,4,4,Покровское-Стрешнево
2016-02-12,45903000,Metropolis,2,3,4,,Покровское-Стрешнево
2016-02-12,45903000,Shuka,1,2,4,15,Покровское-Стрешнево
2016-02-12,45903000,Shuka,1,3,4,4,Покровское-Стрешнево
2016-02-12,45903000,Shuka,2,1,4,4,Покровское-Стрешнево
2016-02-12,45903000,Shuka,2,2,4,,Покровское-Стрешнево
2016-02-12,45903000,Shuka,2,3,8,4,Покровское-Стрешнево
2016-02-12,45903000,Shuka,2,4,4,,Покровское-Стрешнево
2016-02-12,45904000,Himki,1,1,4,,Покровское-Стрешнево
2016-02-12,45904000,Himki,1,2,4,8,Покровское-Стрешнево
2016-02-12,45904000,Metropolis,1,1,8,4,Покровское-Стрешнево
2016-02-12,45904000,Metropolis,1,2,15,,Покровское-Стрешнево
2016-02-12,45904000,Metropolis,1,4,4,4,Покровское-Стрешнево
2016-02-12,45904000,Metropolis,2,1,4,,Покровское-Стрешнево
2016-02-12,45904000,Metropolis,2,2,27,8,Покровское-Стрешнево
2016-02-12,45904000,Metropolis,2,3,8,8,Покровское-Стрешнево
2016-02-12,45904000,Shuka,2,2,8,15,Покровское-Стрешнево
2016-02-12,45905000,Himki,1,3,8,4,Покровское-Стрешнево
2016-02-12,45905000,Himki,2,3,4,4,Покровское-Стрешнево
2016-02-12,45905000,Metropolis,1,1,11,15,Покровское-Стрешнево
2016-02-12,45905000,Metropolis,1,2,15,19,Покровское-Стрешнево
2016-02-12,45905000,Metropolis,1,3,4,8,Покровское-Стрешнево
2016-02-12,45905000,Metropolis,1,4,4,4,Покровское-Стрешнево
2016-02-12,45905000,Metropolis,2,1,4,8,Покровское-Стрешнево
2016-02-12,45905000,Metropolis,2,2,11,4,Покровское-Стрешнево
2016-02-12,45905000,Metropolis,2,3,4,4,Покровское-Стрешнево
2016-02-12,45905000,Metropolis,2,4,4,8,Покровское-Стрешнево
2016-02-12,45905000,Shuka,1,1,4,,Покровское-Стрешнево
2016-02-12,45905000,Shuka,1,3,4,11,Покровское-Стрешнево
2016-02-12,45905000,Shuka,2,1,8,4,Покровское-Стрешнево
2016-02-12,45905000,Shuka,2,3,8,8,Покровское-Стрешнево
2016-02-12,45906000,Himki,1,1,4,,Покровское-Стрешнево
2016-02-12,45906000,Himki,1,2,8,4,Покровское-Стрешнево
2016-02-12,45906000,Himki,2,1,4,,Покровское-Стрешнево
2016-02-12,45906000,Himki,2,2,4,4,Покровское-Стрешнево
2016-02-12,45906000,Metropolis,1,2,11,,Покровское-Стрешнево
2016-02-12,45906000,Metropolis,2,2,11,,Покровское-Стрешнево
2016-02-12,45906000,Metropolis,2,3,4,,Покровское-Стрешнево
2016-02-12,45906000,Shuka,1,2,15,,Покровское-Стрешнево
2016-02-12,45906000,Shuka,1,4,4,,Покровское-Стрешнево
2016-02-12,45907000,Himki,1,2,4,,Покровское-Стрешнево
2016-02-12,45907000,Himki,1,3,4,,Покровское-Стрешнево
2016-02-12,45907000,Himki,2,2,4,8,Покровское-Стрешнево
2016-02-12,45907000,Metropolis,1,2,4,4,Покровское-Стрешнево
2016-02-12,45907000,Metropolis,1,4,4,,Покровское-Стрешнево
2016-02-12,45907000,Metropolis,2,1,8,,Покровское-Стрешнево
2016-02-12,45907000,Metropolis,2,2,15,,Покровское-Стрешнево
2016-02-12,45907000,Metropolis,2,3,4,4,Покровское-Стрешнево
2016-02-12,45907000,Shuka,1,1,4,,Покровское-Стрешнево
2016-02-12,45907000,Shuka,1,2,8,4,Покровское-Стрешнево
2016-02-12,45907000,Shuka,1,3,4,,Покровское-Стрешнево
2016-02-12,45907000,Shuka,1,4,8,,Покровское-Стрешнево
2016-02-12,45907000,Shuka,2,1,11,8,Покровское-Стрешнево
2016-02-12,45907000,Shuka,2,2,4,4,Покровское-Стрешнево
2016-02-12,45907000,Shuka,2,3,8,,Покровское-Стрешнево
2016-02-12,45907000,Shuka,2,4,8,8,Покровское-Стрешнево
2016-02-12,45908000,Himki,1,2,4,4,Покровское-Стрешнево
2016-02-12,45908000,Metropolis,1,1,8,4,Покровское-Стрешнево
2016-02-12,45908000,Metropolis,1,2,8,23,Покровское-Стрешнево
2016-02-12,45908000,Metropolis,1,3,8,4,Покровское-Стрешнево
2016-02-12,45908000,Metropolis,2,1,4,4,Покровское-Стрешнево
2016-02-12,45908000,Metropolis,2,2,15,8,Покровское-Стрешнево
2016-02-12,45908000,Metropolis,2,3,8,4,Покровское-Стрешнево
2016-02-12,45908000,Metropolis,2,4,8,8,Покровское-Стрешнево
2016-02-12,45908000,Shuka,1,2,4,11,Покровское-Стрешнево
2016-02-12,45908000,Shuka,1,3,4,19,Покровское-Стрешнево
2016-02-12,45908000,Shuka,2,2,4,4,Покровское-Стрешнево
2016-02-12,45908000,Shuka,2,3,4,8,Покровское-Стрешнево
2016-02-12,45909000,Himki,1,2,8,11,Покровское-Стрешнево
2016-02-12,45909000,Himki,1,3,4,4,Покровское-Стрешнево
2016-02-12,45909000,Himki,2,3,4,4,Покровское-Стрешнево
2016-02-12,45909000,Metropolis,1,1,4,,Покровское-Стрешнево
2016-02-12,45909000,Metropolis,1,2,19,4,Покровское-Стрешнево
2016-02-12,45909000,Metropolis,1,3,8,,Покровское-Стрешнево
2016-02-12,45909000,Metropolis,1,4,8,4,Покровское-Стрешнево
2016-02-12,45909000,Metropolis,2,1,15,4,Покровское-Стрешнево
2016-02-12,45909000,Metropolis,2,2,23,8,Покровское-Стрешнево
2016-02-12,45909000,Metropolis,2,3,11,8,Покровское-Стрешнево
2016-02-12,45909000,Shuka,1,2,11,8,Покровское-Стрешнево
2016-02-12,45909000,Shuka,1,3,4,,Покровское-Стрешнево
2016-02-12,45909000,Shuka,1,4,8,4,Покровское-Стрешнево
